website_name;competence_date;country_code;currency_code;brand;product_title;product_code;sku;category1;category2;category3;gender;color;size;full_price;price;currency;discount_pct;in_stock;composition;made_in;season;care_instructions;description;itemurl;imageurl1;imageurl2;imageurl3;imageurl4;imageurl5;designer_style_id;model_measurements;supplier_color;breadcrumbs;raw_html_url
farfetch.com;2026-09-21;USA;USD;A.P.C.;Ninon tote bag;21331964;21331964;Women;Bags;Tote & Shoulder Bags;Female;Multi/Neutral;OS;238.00;238.00;USD;0;true;Calf Leather / Premium Fabric;Italy;FW26;Specialist Leather Clean;A.P.C. - Ninon tote bag. Crafted with exceptional artisan materials.;https://www.farfetch.com/vn/shopping/women/apc-ninon-tote-bag-item-21331964.aspx;https://cdn-images.farfetch-contents.com/21/33/19/64/21331964_51310518_480.jpg;https://cdn-images.farfetch-contents.com/21/33/19/64/21331964_51310524_480.jpg;;;;21331964;;Neutral;Women > Bags > Tote & Shoulder Bags;
farfetch.com;2026-09-21;USA;USD;ALOHAS;Aven vintage effect leather loafers;34423849;34423849;Women;Shoes;Designer Pumps & Heels;Female;Multi/Neutral;OS;158.00;158.00;USD;0;true;Calf Leather / Premium Fabric;Italy;FW26;Specialist Leather Clean;ALOHAS - Aven vintage effect leather loafers. Crafted with exceptional artisan materials.;https://www.farfetch.com/vn/shopping/women/alohas-aven-vintage-effect-leather-loafers-item-34423849.aspx;https://cdn-images.farfetch-contents.com/34/42/38/49/34423849_69456777_480.jpg;https://cdn-images.farfetch-contents.com/34/42/38/49/34423849_69456504_480.jpg;;;;34423849;;Neutral;Women > Shoes > Designer Pumps & Heels;
farfetch.com;2026-09-21;USA;USD;AMI Paris;small nylon Marcel flap backpack;36898738;36898738;Women;Bags;Tote & Shoulder Bags;Female;Multi/Neutral;OS;465.00;465.00;USD;0;true;Calf Leather / Premium Fabric;Italy;FW26;Specialist Leather Clean;AMI Paris - small nylon Marcel flap backpack. Crafted with exceptional artisan materials.;https://www.farfetch.com/vn/shopping/women/ami-paris-small-nylon-marcel-flap-backpack-item-36898738.aspx;https://cdn-images.farfetch-contents.com/36/89/87/38/36898738_69164762_480.jpg;https://cdn-images.farfetch-contents.com/36/89/87/38/36898738_69144068_480.jpg;;;;36898738;;Neutral;Women > Bags > Tote & Shoulder Bags;
farfetch.com;2026-09-21;USA;USD;AMIRI;Glitter Stars Court sneakers;35682375;35682375;Women;Shoes;Designer Pumps & Heels;Female;Multi/Neutral;OS;462.00;462.00;USD;0;true;Calf Leather / Premium Fabric;Italy;FW26;Specialist Leather Clean;AMIRI - Glitter Stars Court sneakers. Crafted with exceptional artisan materials.;https://www.farfetch.com/vn/shopping/women/amiri-glitter-stars-court-sneakers-item-35682375.aspx;https://cdn-images.farfetch-contents.com/35/68/23/75/35682375_71623258_480.jpg;https://cdn-images.farfetch-contents.com/35/68/23/75/35682375_71623264_480.jpg;;;;35682375;;Neutral;Women > Shoes > Designer Pumps & Heels;
farfetch.com;2026-09-21;USA;USD;ANINE BING;braided leather clutch bag;38208871;38208871;Women;Bags;Tote & Shoulder Bags;Female;Multi/Neutral;OS;514.00;514.00;USD;0;true;Calf Leather / Premium Fabric;Italy;FW26;Specialist Leather Clean;ANINE BING - braided leather clutch bag. Crafted with exceptional artisan materials.;https://www.farfetch.com/vn/shopping/women/anine-bing-braided-leather-clutch-bag-item-38208871.aspx;https://cdn-images.farfetch-contents.com/38/20/88/71/38208871_72018162_480.jpg;https://cdn-images.farfetch-contents.com/38/20/88/71/38208871_72015675_480.jpg;;;;38208871;;Neutral;Women > Bags > Tote & Shoulder Bags;
farfetch.com;2026-09-21;USA;USD;ASICS;Gel-1130 mule sneakers;36657109;36657109;Women;Shoes;Designer Pumps & Heels;Female;Multi/Neutral;OS;107.00;107.00;USD;0;true;Calf Leather / Premium Fabric;Italy;FW26;Specialist Leather Clean;ASICS - Gel-1130 mule sneakers. Crafted with exceptional artisan materials.;https://www.farfetch.com/vn/shopping/women/asics-gel-1130-mule-sneakers-item-36657109.aspx;https://cdn-images.farfetch-contents.com/36/65/71/09/36657109_68843268_480.jpg;https://cdn-images.farfetch-contents.com/36/65/71/09/36657109_68843187_480.jpg;;;;36657109;;Neutral;Women > Shoes > Designer Pumps & Heels;
farfetch.com;2026-09-21;USA;USD;Acler;Birch sequin-embellished handbag;38644734;38644734;Women;Bags;Tote & Shoulder Bags;Female;Multi/Neutral;OS;451.00;451.00;USD;0;true;Calf Leather / Premium Fabric;Italy;FW26;Specialist Leather Clean;Acler - Birch sequin-embellished handbag. Crafted with exceptional artisan materials.;https://www.farfetch.com/vn/shopping/women/acler-birch-sequin-embellished-handbag-item-38644734.aspx;https://cdn-images.farfetch-contents.com/38/64/47/34/38644734_71877476_480.jpg;https://cdn-images.farfetch-contents.com/38/64/47/34/38644734_71877520_480.jpg;;;;38644734;;Neutral;Women > Bags > Tote & Shoulder Bags;
farfetch.com;2026-09-21;USA;USD;Alaïa;medium Le Teckel East-West bag;38143243;38143243;Women;Bags;Tote & Shoulder Bags;Female;Multi/Neutral;OS;2216.00;2216.00;USD;0;true;Calf Leather / Premium Fabric;Italy;FW26;Specialist Leather Clean;Alaïa - medium Le Teckel East-West bag. Crafted with exceptional artisan materials.;https://www.farfetch.com/vn/shopping/women/alaia-medium-le-teckel-east-west-bag-item-38143243.aspx;https://cdn-images.farfetch-contents.com/38/14/32/43/38143243_72481485_480.jpg;https://cdn-images.farfetch-contents.com/38/14/32/43/38143243_72481488_480.jpg;;;;38143243;;Neutral;Women > Bags > Tote & Shoulder Bags;
farfetch.com;2026-09-21;USA;USD;Alexander McQueen;Oversized sneakers;36021214;36021214;Women;Shoes;Designer Pumps & Heels;Female;Multi/Neutral;OS;480.00;480.00;USD;0;true;Calf Leather / Premium Fabric;Italy;FW26;Specialist Leather Clean;Alexander McQueen - Oversized sneakers. Crafted with exceptional artisan materials.;https://www.farfetch.com/vn/shopping/women/alexander-mcqueen-oversized-sneakers-item-36021214.aspx;https://cdn-images.farfetch-contents.com/36/02/12/14/36021214_67551887_480.jpg;https://cdn-images.farfetch-contents.com/36/02/12/14/36021214_67553332_480.jpg;;;;36021214;;Neutral;Women > Shoes > Designer Pumps & Heels;
farfetch.com;2026-09-21;USA;USD;Aquazzura;bow suede pumps;13085027;13085027;Women;Shoes;Designer Pumps & Heels;Female;Multi/Neutral;OS;589.00;589.00;USD;0;true;Calf Leather / Premium Fabric;Italy;FW26;Specialist Leather Clean;Aquazzura - bow suede pumps. Crafted with exceptional artisan materials.;https://www.farfetch.com/vn/shopping/women/aquazzura-bow-suede-pumps-item-13085027.aspx;https://cdn-images.farfetch-contents.com/13/08/50/27/13085027_44442576_480.jpg;https://cdn-images.farfetch-contents.com/13/08/50/27/13085027_68686242_480.jpg;;;;13085027;;Neutral;Women > Shoes > Designer Pumps & Heels;
